615,3-oxoacyl-[acyl-carrier-protein] synthase 3,fabH,145898,M77744,P0A6R0,FABH_ECOLI,1HNK,,,,,bacterial,Escherichia coli,DB01034; DB01992; DB02039; DB02316; DB03661; DB04524
616,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",IDH3B,2737886,U49283,O43837,IDH3B_HUMAN,"",IDH3B,IDH3B,HGNC:5385,05163,human,Homo sapiens,DB00157
617,Muscarinic acetylcholine receptor M2,CHRM2,177990,M16404,P08172,ACM2_HUMAN,"",CHRM2,CHRM2,HGNC:1951,00328,human,Homo sapiens,DB00202; DB00246; DB00280; DB00321; DB00332; DB00334; DB00340; DB00363; DB00376; DB00383; DB00387; DB00392; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00483; DB00496; DB00505; DB00508; DB00517; DB00540; DB00572; DB00622; DB00715; DB00725; DB00728; DB00747; DB00767; DB00777; DB00785; DB00804; DB00809; DB00835; DB00907; DB00934; DB01019; DB01036; DB01062; DB01069; DB01085; DB01135; DB01142; DB01148; DB01151; DB01224; DB01226; DB01231; DB01238; DB01239; DB01336; DB01337; DB01338; DB01403; DB01409; DB01591; DB06702; DB08801
618,Phenylalanyl-tRNA synthetase beta chain,FARSB,7768938,D84430,Q9NSD9,SYFB_HUMAN,,FARSLB,FARSLB,HGNC:17800,09947,human,Homo sapiens,DB00120
619,Low-affinity cationic amino acid transporter 2,SLC7A2,849051,D29990,P52569,CTR2_HUMAN,"",SLC7A2,SLC7A2,HGNC:11060,03524,human,Homo sapiens,DB00123; DB00129
620,Bifunctional dihydrofolate reductase-thymidylate synthase,"",160260,M22159,P13922,DRTS_PLAFK,1J3K,,,,,parasitic,Plasmodium falciparum,DB00205; DB01131; DB01299
621,Periplasmic [Fe] hydrogenase 1,"",144836,M81737,P29166,PHF1_CLOPA,1C4C,,,,,bacterial,Clostridium pasteurianum,DB00916
622,Interleukin-1 receptor type I,IL1R1,33801,X16896,P14778,IL1R1_HUMAN,1IRA,IL1R1,IL1R1,HGNC:5993,00994,human,Homo sapiens,DB00026
623,Spermine oxidase,SMOX,14860862,AY033889,Q9NWM0,SMOX_HUMAN,,SMOX,SMOX,HGNC:15862,11587,human,Homo sapiens,DB00127
624,Guanidinoacetate N-methyltransferase,GAMT,1212946,Z49878,Q14353,GAMT_HUMAN,1XCL,GAMT,GAMT,HGNC:4136,03142,human,Homo sapiens,DB00148; DB00536; DB01752; DB02751
625,Glutamate carboxypeptidase 2,FOLH1,190664,M99487,Q04609,FOLH1_HUMAN,1Z8L,FOLH1,FOLH1,HGNC:3788,02961,human,Homo sapiens,DB00089; DB00142; DB06928; DB07754
626,Cysteine dioxygenase type 1,CDO1,467561,Z31357,Q16878,CDO1_HUMAN,"",CDO1,CDO1,HGNC:1795,06806,human,Homo sapiens,DB00151; DB00157
627,11-cis retinol dehydrogenase,RDH5,1616654,U43559,Q92781,RDH1_HUMAN,"",RDH5,RDH5,HGNC:9940,03370,human,Homo sapiens,DB00157; DB00162
628,"Pyruvate dehydrogenase E1 component alpha subunit, somatic form, mitochondrial",PDHA1,387009,M27257,P08559,ODPA_HUMAN,1NI4,PDHA1,PDHA1,HGNC:8806,02420,human,Homo sapiens,DB00157
629,Alpha-2B adrenergic receptor,ADRA2B,178198,M34041,P18089,ADA2B_HUMAN,1HOF,ADRA2B,ADRA2B,HGNC:282,00086,human,Homo sapiens,DB00217; DB00246; DB00248; DB00268; DB00292; DB00334; DB00363; DB00368; DB00413; DB00484; DB00575; DB00589; DB00668; DB00696; DB00697; DB00714; DB00726; DB00734; DB00800; DB00925; DB01142; DB01186; DB01200; DB01224; DB01238; DB01267; DB01363; DB01392; DB01403; DB01577; DB06216; DB06262; DB06694
630,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACADSB,531391,U12778,P45954,ACDSB_HUMAN,"",ACADSB,ACADSB,HGNC:91,02626,human,Homo sapiens,DB00167; DB00313
631,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,306865,M11058,P04035,HMDH_HUMAN,1HWL,HMGCR,HMGCR,HGNC:5006,00836,human,Homo sapiens,DB00157; DB00175; DB00227; DB00439; DB00641; DB01076; DB01095; DB01098; DB01992; DB03169; DB03431; DB03461; DB04377; DB04447; DB06693; DB06846; DB08860
632,Alpha-1B adrenergic receptor,ADRA1B,,M99589,P35368,ADA1B_HUMAN,,ADRA1B,ADRA1B,HGNC:278,00080,human,Homo sapiens,DB00211; DB00246; DB00298; DB00334; DB00346; DB00363; DB00368; DB00388; DB00420; DB00457; DB00477; DB00590; DB00598; DB00622; DB00668; DB00679; DB00696; DB00706; DB00723; DB00726; DB00734; DB00745; DB00777; DB01142; DB01149; DB01162; DB01186; DB01200; DB01224; DB01238; DB01255; DB01267; DB01403; DB01576; DB01579; DB01608; DB01614; DB01622; DB06144; DB06262; DB06694
633,Penicillin-binding proteins 1A/1B,pbpA,18145626,BA000016,Q8XJ01,PBPA_CLOPE,"",,,,,bacterial,Clostridium perfringens,DB00229; DB00267; DB00301; DB00417; DB00447; DB00456; DB00713; DB00833; DB00948; DB01000; DB01060; DB01061; DB01066; DB01112; DB01139; DB01147; DB01602; DB01604; DB01605; DB04133
634,Squalene monooxygenase,SQLE,2443316,D78130,Q14534,ERG1_HUMAN,,SQLE,SQLE,HGNC:11279,11802,human,Homo sapiens,DB00735; DB00857; DB01091
635,Estradiol 17-beta-dehydrogenase 8,HSD17B8,30583317,BT007239,Q92506,DHB8_HUMAN,,HSD17B8,HSD17B8,HGNC:3554,03248,human,Homo sapiens,DB00157; DB03461
636,Mitochondrial carnitine/acylcarnitine carrier protein,SLC25A20,2765075,Y10319,O43772,MCAT_HUMAN,,SLC25A20,SLC25A20,HGNC:1421,01953,human,Homo sapiens,DB00583
637,NADH-ubiquinone oxidoreductase chain 5,MT-ND5,2052366,J01415,P03915,NU5M_HUMAN,"",MT-ND5,MT-ND5,HGNC:7461,,human,Homo sapiens,DB00157
638,D(3) dopamine receptor,DRD3,927342,U32499,P35462,DRD3_HUMAN,"",DRD3,DRD3,HGNC:3024,00540,human,Homo sapiens,DB00246; DB00248; DB00268; DB00334; DB00363; DB00391; DB00409; DB00413; DB00502; DB00589; DB00714; DB00734; DB00988; DB01100; DB01184; DB01186; DB01200; DB01224; DB01235; DB01238; DB01239; DB01267; DB01392; DB01403; DB05271; DB06216; DB06288
640,Aldehyde dehydrogenase 1A3,ALDH1A3,544482,U07919,P47895,AL1A3_HUMAN,,ALDH1A3,ALDH1A3,HGNC:409,02713,human,Homo sapiens,DB00157; DB00162
641,Neuraminidase,NA,60811,X15281,P11485,NRAM_I83A1,,,,,,viral,Influenzavirus A Influenza A virus,DB00198
642,3-oxo-5-alpha-steroid 4-dehydrogenase 2,SRD5A2,338469,M74047,P31213,S5A2_HUMAN,"",SRD5A2,SRD5A2,HGNC:11285,07390,human,Homo sapiens,DB00548; DB01126; DB01216
643,Peroxisomal bifunctional enzyme,EHHADH,452045,L07077,Q08426,ECHP_HUMAN,"",EHHADH,EHHADH,HGNC:3247,06125,human,Homo sapiens,DB00157
644,Heme oxygenase 2,HMOX2,443771,D21243,P30519,HMOX2_HUMAN,,HMOX2,HMOX2,HGNC:5014,00783,human,Homo sapiens,DB00157
645,Penicillin-binding protein 1A,mrcA,581194,X02164,P02918,PBPA_ECOLI,"",,,,,bacterial,Escherichia coli,DB00274; DB00303; DB00430; DB00438; DB01327; DB01328; DB01329; DB01331; DB01332; DB01333; DB01414; DB01415; DB01598; DB04570
646,"Malate dehydrogenase, cytoplasmic",MDH1,1255604,D55654,P40925,MDHC_HUMAN,5MDH,MDH1,MDH1,HGNC:6970,01100,human,Homo sapiens,DB00157; DB01907; DB03461
647,Integrin alpha-4,ITGA4,33946,X16983,P13612,ITA4_HUMAN,"",ITGA4,ITGA4,HGNC:6140,01894,human,Homo sapiens,DB00108; DB06822
649,Probable arabinosyltransferase C,embC,1552875,BX842584,P72059,EMBC_MYCTU,"",,,,,bacterial,Mycobacterium tuberculosis,DB00330
650,Aldo-keto reductase family 1 member C3,AKR1C3,4261711,S68288,P42330,AK1C3_HUMAN,1XF0,AKR1C3,AKR1C3,HGNC:386,04911,human,Homo sapiens,DB00157; DB00905; DB01536; DB01698; DB02056; DB02266; DB03461; DB07700
651,Retinol dehydrogenase 13,RDH13,22761451,AK075392,Q8NBN7,RDH13_HUMAN,,RDH13,RDH13,HGNC:19978,17963,human,Homo sapiens,DB00162
653,Envelope glycoprotein GP340/GP220,BLLF1,1334868,V01555,P03200,VGP3_EBVB9,"",,,,,viral,Lymphocryptovirus Epstein-Barr virus,DB00632
654,Flavin reductase,BLVRB,1384068,D26308,P30043,BLVRB_HUMAN,1HE5,BLVRB,BLVRB,HGNC:1063,02967,human,Homo sapiens,DB00140; DB00157; DB02073; DB03247; DB03461; DB04345; DB04363
656,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUFB9,5326828,AF044956,Q9Y6M9,NDUB9_HUMAN,,NDUFB9,NDUFB9,HGNC:7704,03264,human,Homo sapiens,DB00157
658,Para-aminobenzoate synthase component 1,pabB,147058,K02673,P05041,PABB_ECOLI,1K0G,,,,,bacterial,Escherichia coli,DB01942
660,T-cell surface glycoprotein CD1a,CD1A,180036,M28825,P06126,CD1A_HUMAN,1ONQ,CD1A,CD1A,HGNC:1634,01776,human,Homo sapiens,DB00098
661,ADP/ATP translocase 1,SLC25A4,339920,J02966,P12235,ADT1_HUMAN,1OKC,SLC25A4,SLC25A4,HGNC:10990,00058,human,Homo sapiens,DB00171; DB00720; DB01736; DB02426; DB03429; DB04178
662,Fatty aldehyde dehydrogenase,ALDH3A2,1082036,L47162,P51648,AL3A2_HUMAN,,ALDH3A2,ALDH3A2,HGNC:403,07188,human,Homo sapiens,DB00157
663,Solute carrier family 12 member 4,SLC12A4,1399212,U55054,Q9UP95,S12A4_HUMAN,,SLC12A4,SLC12A4,HGNC:10913,04987,human,Homo sapiens,DB00761; DB00887
664,Glutamate decarboxylase 2,GAD2,182934,M81882,Q05329,DCE2_HUMAN,"",GAD2,GAD2,HGNC:4093,11817,human,Homo sapiens,DB00142
665,Phosphoserine aminotransferase,PSAT1,5326802,AF113132,Q9Y617,SERC_HUMAN,,PSAT1,PSAT1,HGNC:19129,17918,human,Homo sapiens,DB00114; DB00142
666,NADP-dependent malic enzyme,ME1,495123,X77244,P48163,MAOX_HUMAN,"",ME1,ME1,HGNC:6983,01102,human,Homo sapiens,DB00157; DB03461
667,"Acyl-CoA dehydrogenase family member 8, mitochondrial",ACAD8,6465955,AF126245,Q9UKU7,ACAD8_HUMAN,1RX0,ACAD8,ACAD8,HGNC:87,11985,human,Homo sapiens,DB01675; DB03147
668,Glutamate--cysteine ligase regulatory subunit,GCLM,530137,L35546,P48507,GSH0_HUMAN,"",GCLM,GCLM,HGNC:4312,03106,human,Homo sapiens,DB00142; DB00151
669,"Asparaginyl-tRNA synthetase, cytoplasmic",NARS,2764505,AJ000334,O43776,SYNC_HUMAN,,NARS,NARS,HGNC:7643,00154,human,Homo sapiens,DB00174
670,"NG,NG-dimethylarginine dimethylaminohydrolase 2",DDAH2,4454710,AF070667,O95865,DDAH2_HUMAN,,DDAH2,DDAH2,HGNC:2716,09204,human,Homo sapiens,DB00155
671,"Pyruvate dehydrogenase E1 component alpha subunit, testis-specific form, mitochondrial",PDHA2,190790,M86808,P29803,ODPAT_HUMAN,"",PDHA2,PDHA2,HGNC:8807,01531,human,Homo sapiens,DB00157
672,Prostaglandin F2-alpha receptor,PTGFR,456564,L24470,P43088,PF2R_HUMAN,"",PTGFR,PTGFR,HGNC:9600,08988,human,Homo sapiens,DB00287; DB00654; DB00905; DB01160; DB08819
673,Solute carrier family 13 member 3,SLC13A3,8132324,AF154121,Q8WWT9,S13A3_HUMAN,,SLC13A3,SLC13A3,HGNC:14430,10450,human,Homo sapiens,DB00139
674,"Dihydroorotate dehydrogenase homolog, mitochondrial",PFF0160c,46362265,CR382398,Q08210,PYRD_PLAF7,"",,,,,parasitic,Plasmodium falciparum,DB01117
675,Leucine carboxyl methyltransferase 2,LCMT2,40788285,AB011119,O60294,LCMT2_HUMAN,,LCMT2,LCMT2,HGNC:17558,17267,human,Homo sapiens,DB00149
676,Tyrosine 3-monooxygenase,TH,37127,Y00414,P07101,TY3H_HUMAN,1TOH,TH,TH,HGNC:11782,01865,human,Homo sapiens,DB00120; DB00135; DB00360; DB00765; DB03552; DB04400
677,Choline-phosphate cytidylyltransferase A,PCYT1A,575486,L28957,P49585,PCY1A_HUMAN,1PEH,PCYT1A,PCYT1A,HGNC:8754,00438,human,Homo sapiens,DB00122
679,"C-1-tetrahydrofolate synthase, cytoplasmic",MTHFD1,307178,J04031,P11586,C1TC_HUMAN,1DIA,MTHFD1,MTHFD1,HGNC:7432,01403,human,Homo sapiens,DB00116; DB00157; DB02358; DB03461; DB04322
681,"Glycine dehydrogenase [decarboxylating], mitochondrial",GLDC,190287,M63635,P23378,GCSP_HUMAN,"",GLDC,GLDC,HGNC:4313,01996,human,Homo sapiens,DB00114; DB00145
683,Potassium transporter,GK0582,56378959,BA000043,Q5L2G3,CZCO_GEOKA,"",,,,,bacterial,Geobacillus kaustophilus,DB00845
685,Oxygen-insensitive NADPH nitroreductase,nfsA,609324,U18655,P17117,NFSA_ECOLI,1F5V,,,,,bacterial,Escherichia coli,DB00698; DB03247
686,Aldo-keto reductase family 1 member C2,AKR1C2,531160,U05598,P52895,AK1C2_HUMAN,1IHI,AKR1C2,AKR1C2,HGNC:385,11857,human,Homo sapiens,DB00157; DB01586; DB03461; DB07768
687,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,190742,M31724,P18031,PTN1_HUMAN,1A5Y,PTPN1,PTPN1,HGNC:9642,01477,human,Homo sapiens,DB01133; DB01734; DB01769; DB01820; DB02014; DB02072; DB02259; DB02420; DB02436; DB02615; DB02620; DB02622; DB02651; DB02662; DB02784; DB02827; DB02977; DB03102; DB03154; DB03311; DB03483; DB03557; DB03661; DB03670; DB03714; DB03982; DB04001; DB04088; DB04142; DB04204; DB04285; DB04525; DB04800; DB06829; DB06887; DB07130; DB07134; DB07197; DB07263; DB07289; DB07295; DB07298; DB07480; DB07651; DB07719; DB07730; DB08001; DB08003; DB08147; DB08371; DB08397; DB08549; DB08591; DB08593; DB08783
688,ADP/ATP translocase 3,SLC25A6,339723,J03592,P12236,ADT3_HUMAN,1OKC,SLC25A6,SLC25A6,HGNC:10992,02461,human,Homo sapiens,DB00720
689,Growth hormone-releasing hormone receptor,GHRHR,183173,L01406,Q02643,GHRHR_HUMAN,,GHRHR,GHRHR,HGNC:4266,00748,human,Homo sapiens,DB00010; DB08869
690,Acetyl-CoA carboxylase 1,ACACA,849083,U19822,Q13085,ACACA_HUMAN,"",ACACA,ACACA,HGNC:84,01938,human,Homo sapiens,DB00121
691,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",PDE7B,8439497,AB038040,Q9NP56,PDE7B_HUMAN,,PDE7B,PDE7B,HGNC:8792,06870,human,Homo sapiens,DB00651; DB00920
692,Granulocyte-macrophage colony-stimulating factor receptor alpha chain,CSF2RA,32089,X17648,P15509,CSF2R_HUMAN,"",CSF2RA,CSF2RA,HGNC:2435,02381,human,Homo sapiens,DB00020
693,Hemoglobin subunit beta,HBB,455997,U01317,P68871,HBB_HUMAN,1DXT,HBB,HBB,HGNC:4827,00786,human,Homo sapiens,DB00893; DB02126; DB03014; DB07427; DB07428; DB07645; DB08077; DB08262; DB08486; DB08632
694,Matrix protein 2,M,324265,M23978,P21430,M2_I60A0,1NYJ,,,,,viral,Influenzavirus A Influenza A virus,DB00478; DB00915
695,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,4958858,AB020593,Q9Y233,PDE10_HUMAN,,PDE10A,PDE10A,HGNC:8772,17828,human,Homo sapiens,DB00975; DB01113; DB08383; DB08384; DB08386; DB08387; DB08389; DB08391; DB08811; DB08814
696,Kappa-type opioid receptor,OPRK1,532060,U11053,P41145,OPRK_HUMAN,"",OPRK1,OPRK1,HGNC:8154,01309,human,Homo sapiens,DB00193; DB00295; DB00318; DB00321; DB00327; DB00370; DB00454; DB00497; DB00611; DB00647; DB00652; DB00704; DB00708; DB00813; DB00825; DB00836; DB00844; DB00854; DB00899; DB00921; DB01183; DB01209; DB01439; DB01452; DB01497; DB01535; DB01548; DB01565; DB01571; DB06274
697,DNA polymerase,ORF28,60016,X04370,P09252,DPOL_VZVD,"",,,,,viral,Varicellovirus Varicella-zoster virus,DB00426; DB00787
698,B-Raf proto-oncogene serine/threonine-protein kinase,BRAF,41387220,M95712,P15056,BRAF_HUMAN,1UWJ,BRAF,BRAF,HGNC:1097,01264,human,Homo sapiens,DB00398; DB06999; DB07000; DB08553
699,Nicotinic acid receptor 1,GPR109A,28975188,AY148884,Q8TDS4,G109A_HUMAN,,GPR109A,GPR109A,HGNC:24827,16453,human,Homo sapiens,DB00627
701,Isoleucine-tRNA synthetase,IARS,55957316,AL136097,Q5TCD1,Q5TCD1_HUMAN,,IARS,IARS,HGNC:5330,02832,human,Homo sapiens,DB00167
702,UMP-CMP kinase,CMPK1,6578133,AF070416,P30085,KCY_HUMAN,1TEV,CMPK,CMPK,HGNC:18170,18258,human,Homo sapiens,DB00441; DB03403; DB03431; DB03435; DB03664; DB04444
704,Long-chain-fatty-acid--CoA ligase 1,ACSL1,219900,D10040,P33121,ACSL1_HUMAN,"",ACSL1,ACSL1,HGNC:3569,01068,human,Homo sapiens,DB00131; DB00171
705,Glutamate receptor 1,GRIA1,183281,M64752,P42261,GRIA1_HUMAN,1WVJ,GRIA1,GRIA1,HGNC:4571,00695,human,Homo sapiens,DB00142; DB00228; DB00753; DB01028; DB01189; DB01236
706,Glutamate [NMDA] receptor subunit 3A,GRIN3A,20372905,AJ416950,Q8TCU5,NMD3A_HUMAN,,GRIN3A,GRIN3A,HGNC:16767,09443,human,Homo sapiens,DB00142; DB00193; DB00333; DB00392; DB00514; DB00659; DB00721; DB00898; DB00915; DB00949; DB01043; DB01159; DB01161; DB01173; DB01221; DB01520; DB01549; DB03575
707,72 kDa type IV collagenase,MMP2,180671,J03210,P08253,MMP2_HUMAN,1GXD,MMP2,MMP2,HGNC:7166,00386,human,Homo sapiens,DB00786; DB01197; DB01630
709,ATP-sensitive inward rectifier potassium channel 1,KCNJ1,529313,U12541,P48048,IRK1_HUMAN,"",KCNJ1,KCNJ1,HGNC:6255,08981,human,Homo sapiens,DB00217; DB00222; DB00350; DB00414; DB00839; DB01016; DB01124; DB01382
711,UDP-glucose 6-dehydrogenase,UGDH,3127127,AF061016,O60701,UGDH_HUMAN,,UGDH,UGDH,HGNC:12525,04535,human,Homo sapiens,DB00157
712,Tubulin alpha chain,TUB1,2055378,U38534,P87066,TBA_CANAL,,,,,,fungal,Candida albicans,DB00400
713,Sodium-dependent dopamine transporter,SLC6A3,553260,M96670,Q01959,SC6A3_HUMAN,,SLC6A3,SLC6A3,HGNC:11049,00543,human,Homo sapiens,DB00182; DB00191; DB00245; DB00285; DB00422; DB00476; DB00579; DB00721; DB00726; DB00745; DB00830; DB00852; DB00865; DB00907; DB00937; DB00988; DB01104; DB01105; DB01114; DB01146; DB01149; DB01156; DB01161; DB01175; DB01255; DB01363; DB01442; DB01454; DB01463; DB01472; DB01576; DB01577; DB04821; DB06701
714,"Glutathione reductase, mitochondrial",GSR,31825,X15722,P00390,GSHR_HUMAN,1BWC,GSR,GSR,HGNC:4623,00704,human,Homo sapiens,DB00143; DB00157; DB00262; DB01644; DB01907; DB02153; DB02553; DB02895; DB03147; DB03310; DB03867; DB07393; DB07714
716,5-hydroxytryptamine 7 receptor,HTR7,1857143,U68487,P34969,5HT7R_HUMAN,"",HTR7,HTR7,HGNC:5302,01639,human,Homo sapiens,DB00216; DB00246; DB00247; DB00248; DB00334; DB00363; DB00751; DB01200; DB01224; DB01238; DB06216; DB06288; DB08815
717,Interleukin-2 receptor subunit beta,IL2RB,307048,M26062,P14784,IL2RB_HUMAN,"",IL2RB,IL2RB,HGNC:6009,00896,human,Homo sapiens,DB00004; DB00041; DB00074; DB00111
718,Folate receptor gamma,FOLR3,473236,Z32564,P41439,FOLR3_HUMAN,"",FOLR3,FOLR3,HGNC:3795,03918,human,Homo sapiens,DB00158
719,Retinoic acid receptor responder protein 1,RARRES1,942585,U27185,P49788,TIG1_HUMAN,,RARRES1,RARRES1,HGNC:9867,05477,human,Homo sapiens,DB00755
720,Erythropoietin receptor,EPOR,182245,M60459,P19235,EPOR_HUMAN,1CN4,EPOR,EPOR,HGNC:3416,00587,human,Homo sapiens,DB00012; DB00016; DB07637
721,NADH-ubiquinone oxidoreductase chain 2,MT-ND2,2052363,J01415,P03891,NU2M_HUMAN,"",MT-ND2,MT-ND2,HGNC:7456,,human,Homo sapiens,DB00157
722,"Troponin I, cardiac muscle",TNNI3,37428,X54163,P19429,TNNI3_HUMAN,1J1E,TNNI3,TNNI3,HGNC:11947,11769,human,Homo sapiens,DB04513
723,Cytosolic phospholipase A2,PLA2G4A,190007,M72393,P47712,PA24A_HUMAN,1CJY,PLA2G4A,PLA2G4A,HGNC:9035,08986,human,Homo sapiens,DB00588; DB01103; DB04552
724,Interleukin-2 receptor alpha chain,IL2RA,33813,X01057,P01589,IL2RA_HUMAN,"",IL2RA,IL2RA,HGNC:6008,00986,human,Homo sapiens,DB00004; DB00041; DB00074; DB00111
725,5-hydroxytryptamine 1D receptor,HTR1D,177772,M89955,P28221,5HT1D_HUMAN,"",HTR1D,HTR1D,HGNC:5289,01636,human,Homo sapiens,DB00216; DB00246; DB00248; DB00268; DB00315; DB00320; DB00334; DB00363; DB00413; DB00589; DB00669; DB00696; DB00714; DB00734; DB00918; DB00952; DB00953; DB00998; DB01186; DB01200; DB01224; DB01238; DB01267; DB01392
727,Serine palmitoyltransferase 2,SPTLC2,2564249,Y08686,O15270,SPTC2_HUMAN,,SPTLC2,SPTLC2,HGNC:11278,05755,human,Homo sapiens,DB00114; DB00133
728,Interferon-alpha/beta receptor alpha chain,IFNAR1,306914,J03171,P17181,INAR1_HUMAN,"",IFNAR1,IFNAR1,HGNC:5432,00126,human,Homo sapiens,DB00008; DB00011; DB00018; DB00022; DB00034; DB00060; DB00068; DB00069; DB00105
729,GDP-L-fucose synthetase,TSTA3,1381179,U58766,Q13630,FCL_HUMAN,,TSTA3,TSTA3,HGNC:12390,00654,human,Homo sapiens,DB00157
730,Retinoic acid receptor alpha,RARA,36157,X06614,P10276,RARA_HUMAN,"",RARA,RARA,HGNC:9864,06769,human,Homo sapiens,DB00210; DB00459; DB00523; DB00799; DB00926; DB00982; DB04942
731,HIV-1 protease,HIV-1 protease,4377614,AJ010714,O90777,O90777_9PLVG,1ODW,,,,,viral,unclassified Primate lentivirus group Human immunodeficiency virus,DB00220; DB00224; DB00503; DB00701; DB00932; DB01072; DB01232; DB01264; DB01319; DB01601
733,Activin receptor type 1B,ACVR1B,402189,Z22536,P36896,ACV1B_HUMAN,,ACVR1B,ACVR1B,HGNC:172,03193,human,Homo sapiens,DB00171
734,D1 dopamine receptor-interacting protein calcyon,CALY,6980076,AF225903,Q9NYX4,CALY_HUMAN,,DRD1IP,DRD1IP,HGNC:17938,06871,human,Homo sapiens,DB00363; DB00714; DB00831
735,Alanine aminotransferase 1,GPT,1763096,U70732,P24298,ALAT1_HUMAN,,GPT,GPT,HGNC:4552,00689,human,Homo sapiens,DB00114; DB00142; DB00160; DB00780
737,Mineralocorticoid receptor,NR3C2,307166,M16801,P08235,MCR_HUMAN,,NR3C2,NR3C2,HGNC:7979,02991,human,Homo sapiens,DB00393; DB00396; DB00421; DB00588; DB00687; DB00700; DB01023; DB01134; DB01395; DB04630; DB04652
738,Monocarboxylate transporter 1,SLC16A1,561722,L31801,P53985,MOT1_HUMAN,"",SLC16A1,SLC16A1,HGNC:10922,02816,human,Homo sapiens,DB00119
740,Argininosuccinate synthase,ASS1,28872,X01630,P00966,ASSY_HUMAN,"",ASS1,ASS1,HGNC:758,04590,human,Homo sapiens,DB00125; DB00128; DB00155; DB00171
741,Potassium voltage-gated channel subfamily KQT member 1,KCNQ1,2465531,AF000571,P51787,KCNQ1_HUMAN,,KCNQ1,KCNQ1,HGNC:6294,06341,human,Homo sapiens,DB00808; DB01244
743,Phosphatidylserine decarboxylase proenzyme,PISD,57997016,AL050371,Q9UG56,PISD_HUMAN,,PISD,PISD,HGNC:8999,17854,human,Homo sapiens,DB00144
744,Myeloid cell surface antigen CD33,CD33,180098,M23197,P20138,CD33_HUMAN,"",CD33,CD33,HGNC:1659,01165,human,Homo sapiens,DB00056
745,Anti-Muellerian hormone type-2 receptor,AMHR2,1212944,X89013,Q16671,AMHR2_HUMAN,,AMHR2,AMHR2,HGNC:465,02978,human,Homo sapiens,DB00171
746,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUFB8,4164448,AF044958,O95169,NDUB8_HUMAN,,NDUFB8,NDUFB8,HGNC:7703,11886,human,Homo sapiens,DB00157
748,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,4115829,AB022017,Q13131,AAPK1_HUMAN,,PRKAA1,PRKAA1,HGNC:9376,04115,human,Homo sapiens,DB00131; DB00171; DB00914
749,"Amiloride-sensitive cation channel 1, neuronal",ACCN1,1256017,U50352,Q16515,ACCN1_HUMAN,"",ACCN1,ACCN1,HGNC:99,03471,human,Homo sapiens,DB00594
750,Voltage-dependent calcium channel gamma-1 subunit,CACNG1,306473,L07738,Q06432,CCG1_HUMAN,"",CACNG1,CACNG1,HGNC:1405,00249,human,Homo sapiens,DB00308; DB00343; DB00528; DB00653; DB01054; DB04842
751,Potassium channel subfamily K member 6,KCNK6,4559312,AF134149,Q9Y257,KCNK6_HUMAN,,KCNK6,KCNK6,HGNC:6281,06803,human,Homo sapiens,DB00308; DB00908
752,Large structural protein,L,61991,X57559,P26676,L_PI2HT,"",,,,,viral,Rubulavirus Human parainfluenza 2 virus,DB00811
754,Pancreatic triacylglycerol lipase,PNLIP,339597,J05125,P16233,LIPP_HUMAN,1N8S,PNLIP,PNLIP,HGNC:9155,02005,human,Homo sapiens,DB01083; DB04233; DB08222
755,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,NDUFA3,4164444,AF044955,O95167,NDUA3_HUMAN,,NDUFA3,NDUFA3,HGNC:7686,04830,human,Homo sapiens,DB00157
757,Fusion glycoprotein F0,F,222565,D00334,P13843,FUS_HRSV1,1G2C,,,,,viral,Pneumovirus Human respiratory syncytial virus B,DB00110
758,Thyroid hormone receptor alpha,THRA,825639,X55074,P10827,THA_HUMAN,1NAV,THRA,THRA,HGNC:11796,07185,human,Homo sapiens,DB00279; DB00451; DB00509; DB01583; DB03176
759,Free fatty acid receptor 1,FFAR1,2612946,AF024687,O14842,FFAR1_HUMAN,,FFAR1,FFAR1,HGNC:4498,04822,human,Homo sapiens,DB00159
760,Fibroblast growth factor 1,FGF1,181942,M13361,P05230,FGF1_HUMAN,1RY7,FGF1,FGF1,HGNC:3665,00567,human,Homo sapiens,DB00686; DB01025; DB01901; DB01942; DB02264; DB03959; DB04409; DB06589; DB08238
761,Cytochrome P450 51,ERG11,755693,L40389,P50859,CP51_CANGA,,,,,,fungal,Candida glabrata,DB01167
762,Voltage-dependent calcium channel subunit alpha-2/delta-1,CACNA2D1,179762,M76559,P54289,CA2D1_HUMAN,"",CACNA2D1,CACNA2D1,HGNC:1399,00245,human,Homo sapiens,DB00270; DB00308; DB00381; DB00401; DB00622; DB00653; DB00996; DB01023; DB01054; DB01115; DB04838; DB06712
